SKU,Description,Extended Descriptions,Department,Category,MSRP,Supplier,SupplierCost,Reordernumber,Default Price,Default Cost,Size,Color,Team,Syncode 1 (Product Line),Barcode Number,Style,League,Series/Sport,Royalty Class,Season,Driver/Player Marks,Car/Player #,Sponsor,Year,Event/Program Marks,Owner,NTP Code,Royalty Code,Brand,Country Origin,Royalty Free,ParentLocation,ImportToAllLocations,BarcodeType,Taxable,ImportCompleted,SpecialInstructions,LocationKey,TaxGroup,ReplyTo
,W GAMMA LS NOTCH COLLAR TEE,,WOMENS,SS TEES,$54.00 ,NoSupplier,$20.09 ,BNR,$54.00 ,$20.09 ,S,BLK,San Francisco Giants,Inherited,306842,W GAMMA LS NOTCH COLLAR TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GAMMA LS NOTCH COLLAR TEE,,WOMENS,SS TEES,$54.00 ,NoSupplier,$20.09 ,BNR,$54.00 ,$20.09 ,M,BLK,San Francisco Giants,Inherited,306843,W GAMMA LS NOTCH COLLAR TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GAMMA LS NOTCH COLLAR TEE,,WOMENS,SS TEES,$54.00 ,NoSupplier,$20.09 ,BNR,$54.00 ,$20.09 ,L,BLK,San Francisco Giants,Inherited,307632,W GAMMA LS NOTCH COLLAR TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GAMMA LS NOTCH COLLAR TEE,,WOMENS,SS TEES,$54.00 ,NoSupplier,$20.09 ,BNR,$54.00 ,$20.09 ,XL,BLK,San Francisco Giants,Inherited,307633,W GAMMA LS NOTCH COLLAR TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GAMMA LS NOTCH COLLAR TEE,,WOMENS,SS TEES,$54.00 ,NoSupplier,$20.09 ,BNR,$54.00 ,$20.09 ,XXL,BLK,San Francisco Giants,Inherited,307634,W GAMMA LS NOTCH COLLAR TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GLITTER CIRLCE SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,S,ORG,San Francisco Giants,Inherited,307635,W GLITTER CIRLCE SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GLITTER CIRLCE SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,M,ORG,San Francisco Giants,Inherited,307693,W GLITTER CIRLCE SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GLITTER CIRLCE SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,L,ORG,San Francisco Giants,Inherited,307694,W GLITTER CIRLCE SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GLITTER CIRLCE SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,XL,ORG,San Francisco Giants,Inherited,307695,W GLITTER CIRLCE SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GLITTER CIRLCE SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,XXL,ORG,San Francisco Giants,Inherited,307696,W GLITTER CIRLCE SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GRADIENT SCRIPT SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,S,GRY,San Francisco Giants,Inherited,307697,W GRADIENT SCRIPT SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GRADIENT SCRIPT SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,M,GRY,San Francisco Giants,Inherited,304617,W GRADIENT SCRIPT SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GRADIENT SCRIPT SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,L,GRY,San Francisco Giants,Inherited,304618,W GRADIENT SCRIPT SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GRADIENT SCRIPT SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,XL,GRY,San Francisco Giants,Inherited,304619,W GRADIENT SCRIPT SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W GRADIENT SCRIPT SCOOP TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$11.60 ,BNR,$35.00 ,$11.60 ,XXL,GRY,San Francisco Giants,Inherited,304620,W GRADIENT SCRIPT SCOOP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SLV STRIPE VNECK TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.83 ,BNR,$49.00 ,$18.83 ,S,BLK,San Francisco Giants,Inherited,304621,W SLV STRIPE VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SLV STRIPE VNECK TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.83 ,BNR,$49.00 ,$18.83 ,M,BLK,San Francisco Giants,Inherited,304622,W SLV STRIPE VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SLV STRIPE VNECK TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.83 ,BNR,$49.00 ,$18.83 ,L,BLK,San Francisco Giants,Inherited,304623,W SLV STRIPE VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SLV STRIPE VNECK TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.83 ,BNR,$49.00 ,$18.83 ,XL,BLK,San Francisco Giants,Inherited,304624,W SLV STRIPE VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SLV STRIPE VNECK TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.83 ,BNR,$49.00 ,$18.83 ,XXL,BLK,San Francisco Giants,Inherited,304625,W SLV STRIPE VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DOLMAN TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,XS,BLK,San Francisco Giants,Inherited,304626,W DOLMAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DOLMAN TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,S,BLK,San Francisco Giants,Inherited,304627,W DOLMAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DOLMAN TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,M,BLK,San Francisco Giants,Inherited,304628,W DOLMAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DOLMAN TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,L,BLK,San Francisco Giants,Inherited,304629,W DOLMAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DOLMAN TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,XL,BLK,San Francisco Giants,Inherited,304630,W DOLMAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W LACE-UP TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,XS,WHT,San Francisco Giants,Inherited,304631,W LACE-UP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W LACE-UP TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,S,WHT,San Francisco Giants,Inherited,307645,W LACE-UP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W LACE-UP TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,M,WHT,San Francisco Giants,Inherited,307648,W LACE-UP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W LACE-UP TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,L,WHT,San Francisco Giants,Inherited,307646,W LACE-UP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W LACE-UP TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,XL,WHT,San Francisco Giants,Inherited,307649,W LACE-UP TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRAPPY BOYFRIEND TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,XS,BLK,San Francisco Giants,Inherited,307650,W STRAPPY BOYFRIEND TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRAPPY BOYFRIEND TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,S,BLK,San Francisco Giants,Inherited,308090,W STRAPPY BOYFRIEND TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRAPPY BOYFRIEND TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,M,BLK,San Francisco Giants,Inherited,307644,W STRAPPY BOYFRIEND TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRAPPY BOYFRIEND TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,L,BLK,San Francisco Giants,Inherited,307647,W STRAPPY BOYFRIEND TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRAPPY BOYFRIEND TEE,,WOMENS,SS TEES,$49.00 ,NoSupplier,$18.95 ,EXP,$49.00 ,$18.95 ,XL,BLK,San Francisco Giants,Inherited,308038,W STRAPPY BOYFRIEND TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DONNA SPORTY TEE,,WOMENS,SS TEES,$50.00 ,NoSupplier,$22.50 ,GTH,$50.00 ,$22.50 ,S,WHT,San Francisco Giants,Inherited,308039,W DONNA SPORTY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DONNA SPORTY TEE,,WOMENS,SS TEES,$50.00 ,NoSupplier,$22.50 ,GTH,$50.00 ,$22.50 ,M,WHT,San Francisco Giants,Inherited,308040,W DONNA SPORTY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DONNA SPORTY TEE,,WOMENS,SS TEES,$50.00 ,NoSupplier,$22.50 ,GTH,$50.00 ,$22.50 ,L,WHT,San Francisco Giants,Inherited,308041,W DONNA SPORTY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W DONNA SPORTY TEE,,WOMENS,SS TEES,$50.00 ,NoSupplier,$22.50 ,GTH,$50.00 ,$22.50 ,XL,WHT,San Francisco Giants,Inherited,308042,W DONNA SPORTY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W HIGH HANDS SIDELINE SS TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.50 ,GTH,$35.00 ,$13.50 ,S,BLK,San Francisco Giants,Inherited,308033,W HIGH HANDS SIDELINE SS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W HIGH HANDS SIDELINE SS TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.50 ,GTH,$35.00 ,$13.50 ,M,BLK,San Francisco Giants,Inherited,308034,W HIGH HANDS SIDELINE SS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W HIGH HANDS SIDELINE SS TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.50 ,GTH,$35.00 ,$13.50 ,L,BLK,San Francisco Giants,Inherited,308035,W HIGH HANDS SIDELINE SS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W HIGH HANDS SIDELINE SS TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.50 ,GTH,$35.00 ,$13.50 ,XL,BLK,San Francisco Giants,Inherited,308036,W HIGH HANDS SIDELINE SS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W HIGH HANDS SIDELINE SS TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.50 ,GTH,$35.00 ,$13.50 ,XXL,BLK,San Francisco Giants,Inherited,308037,W HIGH HANDS SIDELINE SS TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W MEMORIAL DAY CAMO TEE,,WOMENS,SS TEES,$25.00 ,NoSupplier,$9.90 ,MAJ,$25.00 ,$9.90 ,XS,,San Francisco Giants,Inherited,308027,W MEMORIAL DAY CAMO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W COLOR BLKD DRI FIT VNECK TEE,,WOMENS,SS TEES,$40.00 ,NoSupplier,$15.40 ,NIK,$40.00 ,$15.40 ,S,BLK,San Francisco Giants,Inherited,308028,W COLOR BLKD DRI FIT VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W COLOR BLKD DRI FIT VNECK TEE,,WOMENS,SS TEES,$40.00 ,NoSupplier,$15.40 ,NIK,$40.00 ,$15.40 ,M,BLK,San Francisco Giants,Inherited,308029,W COLOR BLKD DRI FIT VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W COLOR BLKD DRI FIT VNECK TEE,,WOMENS,SS TEES,$40.00 ,NoSupplier,$15.40 ,NIK,$40.00 ,$15.40 ,L,BLK,San Francisco Giants,Inherited,308030,W COLOR BLKD DRI FIT VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W COLOR BLKD DRI FIT VNECK TEE,,WOMENS,SS TEES,$40.00 ,NoSupplier,$15.40 ,NIK,$40.00 ,$15.40 ,XL,BLK,San Francisco Giants,Inherited,308031,W COLOR BLKD DRI FIT VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W COLOR BLKD DRI FIT VNECK TEE,,WOMENS,SS TEES,$40.00 ,NoSupplier,$15.40 ,NIK,$40.00 ,$15.40 ,XXL,BLK,San Francisco Giants,Inherited,306212,W COLOR BLKD DRI FIT VNECK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,S,BLK,San Francisco Giants,Inherited,306213,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,M,BLK,San Francisco Giants,Inherited,306214,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,L,BLK,San Francisco Giants,Inherited,306013,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,XL,BLK,San Francisco Giants,Inherited,306014,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,XXL,BLK,San Francisco Giants,Inherited,306015,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,S,WHT,San Francisco Giants,Inherited,306016,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,M,WHT,San Francisco Giants,Inherited,306017,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,L,WHT,San Francisco Giants,Inherited,306018,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,XL,WHT,San Francisco Giants,Inherited,306838,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SF LOGO DRI FIT CREW TEE,,WOMENS,SS TEES,$35.00 ,NoSupplier,$13.20 ,NIK,$35.00 ,$13.20 ,XXL,WHT,San Francisco Giants,Inherited,306837,W SF LOGO DRI FIT CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W TRI BLEND VNECK FAN TEE,,WOMENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,S,BLK,San Francisco Giants,Inherited,306516,W TRI BLEND VNECK FAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W TRI BLEND VNECK FAN TEE,,WOMENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,M,BLK,San Francisco Giants,Inherited,306517,W TRI BLEND VNECK FAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W TRI BLEND VNECK FAN TEE,,WOMENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,L,BLK,San Francisco Giants,Inherited,306518,W TRI BLEND VNECK FAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W TRI BLEND VNECK FAN TEE,,WOMENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,XL,BLK,San Francisco Giants,Inherited,306519,W TRI BLEND VNECK FAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W TRI BLEND VNECK FAN TEE,,WOMENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,XXL,BLK,San Francisco Giants,Inherited,306520,W TRI BLEND VNECK FAN TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 W PLUS SCRIPT SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$15.50 ,SOFT,$36.00 ,$15.50 ,,GRY,San Francisco Giants,Inherited,306521,SPTR19 W PLUS SCRIPT SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 W PLUS STACKED LOGO TAN,,WOMENS,SS TEES,$36.00 ,NoSupplier,$15.50 ,SOFT,$36.00 ,$15.50 ,,BLK,San Francisco Giants,Inherited,306522,SPTR19 W PLUS STACKED LOGO TAN,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 W SCRIPT SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$14.00 ,SOFT,$36.00 ,$14.00 ,,GRY,San Francisco Giants,Inherited,306523,SPTR19 W SCRIPT SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 W STACKED LOGO TANK,,WOMENS,SS TEES,$36.00 ,NoSupplier,$14.00 ,SOFT,$36.00 ,$14.00 ,,BLK,San Francisco Giants,Inherited,306524,SPTR19 W STACKED LOGO TANK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W PLUS STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$15.50 ,SOFT,$36.00 ,$15.50 ,1X,BLK,San Francisco Giants,Inherited,306525,W PLUS STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W PLUS STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$15.50 ,SOFT,$36.00 ,$15.50 ,2X,BLK,San Francisco Giants,Inherited,306526,W PLUS STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W PLUS STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$15.50 ,SOFT,$36.00 ,$15.50 ,3X,BLK,San Francisco Giants,Inherited,306527,W PLUS STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$14.00 ,SOFT,$36.00 ,$14.00 ,S,BLK,San Francisco Giants,Inherited,306528,W STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$14.00 ,SOFT,$36.00 ,$14.00 ,M,BLK,San Francisco Giants,Inherited,306529,W STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$14.00 ,SOFT,$36.00 ,$14.00 ,L,BLK,San Francisco Giants,Inherited,306530,W STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W STRIPE SF LOGO SLUB TEE,,WOMENS,SS TEES,$36.00 ,NoSupplier,$14.00 ,SOFT,$36.00 ,$14.00 ,XL,BLK,San Francisco Giants,Inherited,306531,W STRIPE SF LOGO SLUB TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SWTR KNIT LS CREW TEE,,WOMENS,SS TEES,$55.00 ,NoSupplier,$20.25 ,SOFT,$55.00 ,$20.25 ,S,GRY,San Francisco Giants,Inherited,306532,W SWTR KNIT LS CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SWTR KNIT LS CREW TEE,,WOMENS,SS TEES,$55.00 ,NoSupplier,$20.25 ,SOFT,$55.00 ,$20.25 ,M,GRY,San Francisco Giants,Inherited,306533,W SWTR KNIT LS CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SWTR KNIT LS CREW TEE,,WOMENS,SS TEES,$55.00 ,NoSupplier,$20.25 ,SOFT,$55.00 ,$20.25 ,L,GRY,San Francisco Giants,Inherited,306534,W SWTR KNIT LS CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,W SWTR KNIT LS CREW TEE,,WOMENS,SS TEES,$55.00 ,NoSupplier,$20.25 ,SOFT,$55.00 ,$20.25 ,XL,GRY,San Francisco Giants,Inherited,306535,W SWTR KNIT LS CREW TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH ALT N&N POSEY TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.50 ,OUTER,$25.00 ,$8.50 ,L,ORG,San Francisco Giants,Inherited,306536,YTH ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
